"Date","Price","Open","High","Low","Change %"
"Jun 16, 2021","5.0545","5.0436","5.0821","4.9921","0.18%"
"Jun 15, 2021","5.0453","5.0635","5.1041","5.0385","-0.29%"
"Jun 14, 2021","5.0601","5.1153","5.1190","5.0539","-1.11%"
"Jun 11, 2021","5.1171","5.0590","5.1395","5.0530","1.22%"
"Jun 10, 2021","5.0552","5.0650","5.0922","5.0323","-0.14%"
"Jun 09, 2021","5.0621","5.0363","5.0863","5.0181","0.59%"
"Jun 08, 2021","5.0325","5.0468","5.0689","5.0205","-0.25%"
"Jun 07, 2021","5.0451","5.0466","5.0703","5.0172","-0.09%"
"Jun 04, 2021","5.0495","5.1135","5.1154","5.0320","-0.55%"
"Jun 03, 2021","5.0775","5.0786","5.0786","5.0780","0.04%"
"Jun 02, 2021","5.0754","5.1515","5.1754","5.0671","-1.47%"
"Jun 01, 2021","5.1509","5.2210","5.2212","5.1399","-1.27%"
"May 31, 2021","5.2172","5.2228","5.2632","5.1982","-0.15%"
"May 28, 2021","5.2252","5.2400","5.2664","5.2088","-0.25%"
"May 27, 2021","5.2383","5.3120","5.3133","5.2346","-1.38%"
"May 26, 2021","5.3115","5.3289","5.3435","5.2867","-0.39%"
"May 25, 2021","5.3320","5.3210","5.3468","5.2941","0.27%"
"May 24, 2021","5.3175","5.3664","5.3746","5.3095","-0.82%"
"May 21, 2021","5.3617","5.2843","5.3710","5.2703","1.50%"
"May 20, 2021","5.2825","5.3105","5.3109","5.2699","-0.51%"
"May 19, 2021","5.3094","5.2608","5.3261","5.2586","0.93%"
"May 18, 2021","5.2605","5.2754","5.2814","5.2298","-0.24%"
"May 17, 2021","5.2729","5.2725","5.3205","5.2442","0.00%"
"May 14, 2021","5.2728","5.3090","5.3090","5.2442","-0.68%"
"May 13, 2021","5.3090","5.3043","5.3331","5.2519","0.05%"
"May 12, 2021","5.3061","5.2227","5.3198","5.2105","1.63%"
"May 11, 2021","5.2208","5.2273","5.2823","5.2031","-0.12%"
"May 10, 2021","5.2272","5.2340","5.2526","5.1964","-0.18%"
"May 07, 2021","5.2368","5.2768","5.2952","5.2025","-0.74%"
"May 06, 2021","5.2760","5.3573","5.3752","5.2567","-1.46%"
"May 05, 2021","5.3542","5.4455","5.4478","5.3512","-1.64%"
"May 04, 2021","5.4435","5.4398","5.4843","5.4113","0.03%"
"May 03, 2021","5.4420","5.4360","5.4561","5.3727","0.10%"
"Apr 30, 2021","5.4366","5.3383","5.4489","5.3351","1.86%"
"Apr 29, 2021","5.3375","5.3428","5.3798","5.3274","-0.10%"
"Apr 28, 2021","5.3430","5.4526","5.4561","5.3429","-1.95%"
"Apr 27, 2021","5.4490","5.4366","5.4673","5.4097","0.23%"
"Apr 26, 2021","5.4364","5.4757","5.4904","5.4318","-0.71%"
"Apr 23, 2021","5.4751","5.4446","5.5240","5.4239","0.56%"
"Apr 22, 2021","5.4448","5.5669","5.5669","5.4373","-2.23%"
"Apr 21, 2021","5.5690","5.5692","5.5695","5.5692","0.01%"
"Apr 20, 2021","5.5687","5.5461","5.5883","5.5022","0.41%"
"Apr 19, 2021","5.5461","5.5873","5.6224","5.5262","-0.76%"
"Apr 16, 2021","5.5883","5.6142","5.6781","5.5658","-0.50%"
"Apr 15, 2021","5.6162","5.6540","5.6603","5.5951","-0.64%"
"Apr 14, 2021","5.6526","5.7180","5.7359","5.6452","-1.12%"
"Apr 13, 2021","5.7166","5.7340","5.7562","5.6629","-0.29%"
"Apr 12, 2021","5.7333","5.6822","5.7425","5.6300","0.90%"
"Apr 09, 2021","5.6821","5.5682","5.6852","5.5665","1.98%"
"Apr 08, 2021","5.5720","5.6136","5.6174","5.5381","-0.75%"
"Apr 07, 2021","5.6143","5.5904","5.6550","5.5474","0.43%"
"Apr 06, 2021","5.5904","5.6642","5.6698","5.5742","-1.29%"
"Apr 05, 2021","5.6632","5.7100","5.7101","5.6323","-0.78%"
"Apr 02, 2021","5.7075","5.7080","5.7080","5.7080","0.01%"
"Apr 01, 2021","5.7071","5.6330","5.7276","5.6080","1.34%"
"Mar 31, 2021","5.6315","5.7740","5.7768","5.6214","-2.48%"
"Mar 30, 2021","5.7745","5.7824","5.8034","5.7200","-0.09%"
"Mar 29, 2021","5.7799","5.7550","5.8069","5.7359","0.40%"
"Mar 26, 2021","5.7566","5.6473","5.7589","5.6448","1.93%"
"Mar 25, 2021","5.6475","5.6213","5.6821","5.6174","0.47%"
"Mar 24, 2021","5.6209","5.5216","5.6432","5.4891","1.80%"
"Mar 23, 2021","5.5214","5.5045","5.5509","5.4640","0.31%"
"Mar 22, 2021","5.5045","5.5087","5.5483","5.4936","0.23%"
"Mar 19, 2021","5.4917","5.5609","5.5640","5.4482","-1.24%"
"Mar 18, 2021","5.5604","5.5860","5.5860","5.4763","-0.41%"
"Mar 17, 2021","5.5832","5.6249","5.6827","5.5688","-0.74%"
"Mar 16, 2021","5.6246","5.6252","5.6344","5.5574","0.16%"
"Mar 15, 2021","5.6156","5.5501","5.6568","5.5310","1.15%"
"Mar 12, 2021","5.5518","5.5362","5.5873","5.5324","0.29%"
"Mar 11, 2021","5.5357","5.6078","5.6215","5.5257","-2.40%"
"Mar 10, 2021","5.6720","5.7902","5.8144","5.6443","-2.25%"
"Mar 09, 2021","5.8025","5.8753","5.8787","5.7675","-1.24%"
"Mar 08, 2021","5.8755","5.6898","5.8769","5.6898","3.25%"
"Mar 05, 2021","5.6908","5.6697","5.7232","5.6517","0.38%"
"Mar 04, 2021","5.6693","5.5700","5.6852","5.5438","0.89%"
"Mar 03, 2021","5.6193","5.6872","5.7729","5.5806","-1.00%"
"Mar 02, 2021","5.6761","5.6421","5.7340","5.6386","0.61%"
"Mar 01, 2021","5.6418","5.5870","5.6427","5.5553","0.77%"
"Feb 26, 2021","5.5986","5.5340","5.6093","5.4905","1.23%"
"Feb 25, 2021","5.5308","5.4450","5.5390","5.4173","2.30%"
"Feb 24, 2021","5.4062","5.4409","5.4454","5.3895","-0.64%"
"Feb 23, 2021","5.4409","5.4692","5.4843","5.4075","-0.46%"
"Feb 22, 2021","5.4659","5.5128","5.5342","5.4296","1.55%"
"Feb 19, 2021","5.3823","5.4267","5.4706","5.3670","-0.82%"
"Feb 18, 2021","5.4270","5.3877","5.4535","5.3854","0.30%"
"Feb 17, 2021","5.4105","5.3707","5.4331","5.3707","0.76%"
"Feb 16, 2021","5.3695","5.3685","5.3707","5.3685","-0.01%"
"Feb 12, 2021","5.3698","5.3953","5.4127","5.3542","0.06%"
"Feb 11, 2021","5.3665","5.3882","5.4118","5.3330","-0.36%"
"Feb 10, 2021","5.3860","5.3790","5.4378","5.3485","0.15%"
"Feb 09, 2021","5.3781","5.3660","5.4478","5.3535","0.23%"
"Feb 08, 2021","5.3657","5.4040","5.4208","5.3042","-0.09%"
"Feb 05, 2021","5.3704","5.4270","5.4562","5.3436","-1.04%"
"Feb 04, 2021","5.4266","5.3552","5.4571","5.3544","1.37%"
"Feb 03, 2021","5.3534","5.3663","5.3945","5.3201","-0.27%"
"Feb 02, 2021","5.3680","5.4326","5.4326","5.3425","-1.18%"
"Feb 01, 2021","5.4322","5.4663","5.4863","5.4205","-0.55%"
"Jan 29, 2021","5.4625","5.4390","5.5061","5.4189","0.40%"
"Jan 28, 2021","5.4410","5.4250","5.4604","5.3898","0.50%"
"Jan 27, 2021","5.4138","5.3556","5.4205","5.3491","1.09%"
"Jan 26, 2021","5.3552","5.4711","5.4783","5.3119","-2.04%"
"Jan 25, 2021","5.4665","5.4670","5.4670","5.4670","-0.00%"
"Jan 22, 2021","5.4666","5.3547","5.4875","5.3547","2.17%"
"Jan 21, 2021","5.3506","5.2544","5.4006","5.2314","1.11%"
"Jan 20, 2021","5.2917","5.3589","5.3589","5.2823","-1.23%"
"Jan 19, 2021","5.3578","5.2691","5.3685","5.2420","1.17%"
"Jan 18, 2021","5.2957","5.3025","5.3229","5.2355","0.06%"
"Jan 15, 2021","5.2927","5.1971","5.3108","5.1971","1.85%"
"Jan 14, 2021","5.1967","5.2991","5.3034","5.1910","-1.93%"
"Jan 13, 2021","5.2990","5.3233","5.3550","5.2702","-0.44%"
"Jan 12, 2021","5.3226","5.4893","5.4942","5.3116","-3.03%"
"Jan 11, 2021","5.4890","5.4666","5.5166","5.4491","1.31%"
"Jan 08, 2021","5.4178","5.4108","5.4408","5.3208","0.14%"
"Jan 07, 2021","5.4101","5.3169","5.4187","5.2989","1.81%"
"Jan 06, 2021","5.3139","5.2863","5.3597","5.2318","0.54%"
"Jan 05, 2021","5.2854","5.2955","5.3547","5.2515","-0.22%"
"Jan 04, 2021","5.2968","5.1351","5.2972","5.1197","1.99%"
"Jan 01, 2021","5.1935","5.1934","5.1935","5.1934","0.00%"
"Dec 31, 2020","5.1935","5.1940","5.1940","5.1940","-0.00%"
"Dec 30, 2020","5.1937","5.2051","5.2361","5.1519","-0.31%"
"Dec 29, 2020","5.2099","5.2460","5.2473","5.1645","-0.69%"
"Dec 28, 2020","5.2461","5.1784","5.3124","5.1639","0.57%"
"Dec 24, 2020","5.2165","5.2168","5.2168","5.2168","0.00%"
"Dec 23, 2020","5.2164","5.1604","5.2215","5.1287","1.10%"
"Dec 22, 2020","5.1597","5.1220","5.1731","5.1094","0.73%"
"Dec 21, 2020","5.1222","5.2012","5.2250","5.1122","0.39%"
"Dec 18, 2020","5.1022","5.0592","5.1177","5.0592","0.87%"
"Dec 17, 2020","5.0582","5.0601","5.0890","5.0421","-0.50%"
"Dec 16, 2020","5.0838","5.0823","5.1440","5.0645","-0.01%"
"Dec 15, 2020","5.0842","5.1145","5.1248","5.0761","-0.68%"
"Dec 14, 2020","5.1189","5.0383","5.1307","5.0100","1.05%"
"Dec 11, 2020","5.0656","5.0438","5.0886","5.0288","0.80%"
"Dec 10, 2020","5.0256","5.1109","5.1328","5.0143","-2.81%"
"Dec 09, 2020","5.1708","5.1206","5.1981","5.0868","0.99%"
"Dec 08, 2020","5.1202","5.1000","5.1392","5.0627","0.42%"
"Dec 07, 2020","5.0990","5.1597","5.1701","5.0570","-1.10%"
"Dec 04, 2020","5.1557","5.1540","5.1846","5.1164","0.08%"
"Dec 03, 2020","5.1515","5.2178","5.2310","5.1209","-1.26%"
"Dec 02, 2020","5.2175","5.2252","5.2554","5.2059","0.22%"
"Dec 01, 2020","5.2061","5.3158","5.3301","5.2031","-2.36%"
"Nov 30, 2020","5.3319","5.2906","5.3971","5.2737","-0.22%"
"Nov 27, 2020","5.3438","5.3360","5.3801","5.3195","0.14%"
"Nov 26, 2020","5.3365","5.3198","5.3584","5.2955","0.24%"
"Nov 25, 2020","5.3237","5.3740","5.3956","5.3037","-0.93%"
"Nov 24, 2020","5.3736","5.4409","5.4450","5.3703","-1.20%"
"Nov 23, 2020","5.4390","5.3780","5.4507","5.3387","1.10%"
"Nov 20, 2020","5.3797","5.2913","5.3959","5.2847","1.40%"
"Nov 19, 2020","5.3054","5.3633","5.3805","5.2972","-1.07%"
"Nov 18, 2020","5.3629","5.3285","5.3725","5.2740","0.65%"
"Nov 17, 2020","5.3281","5.4165","5.4233","5.3221","-1.61%"
"Nov 16, 2020","5.4152","5.4148","5.4584","5.3636","-0.79%"
"Nov 13, 2020","5.4582","5.4580","5.5264","5.4497","0.00%"
"Nov 12, 2020","5.4581","5.4160","5.4904","5.3526","1.24%"
"Nov 11, 2020","5.3910","5.4180","5.4571","5.3738","-0.44%"
"Nov 10, 2020","5.4147","5.3737","5.4190","5.3345","0.54%"
"Nov 09, 2020","5.3858","5.2746","5.4260","5.2235","0.39%"
"Nov 06, 2020","5.3647","5.5255","5.5742","5.3586","-2.90%"
"Nov 05, 2020","5.5250","5.6129","5.6310","5.5223","-2.45%"
"Nov 04, 2020","5.6635","5.7565","5.7655","5.6434","-1.61%"
"Nov 03, 2020","5.7560","5.6964","5.7667","5.6487","0.24%"
"Nov 02, 2020","5.7425","5.7430","5.7430","5.7430","-0.04%"
"Oct 30, 2020","5.7446","5.7781","5.8084","5.7217","-0.60%"
"Oct 29, 2020","5.7790","5.7466","5.7923","5.7439","0.58%"
"Oct 28, 2020","5.7457","5.7060","5.7927","5.7017","0.70%"
"Oct 27, 2020","5.7055","5.6243","5.7127","5.5986","1.47%"
"Oct 26, 2020","5.6229","5.6551","5.6638","5.6100","0.10%"
"Oct 23, 2020","5.6175","5.5929","5.6354","5.5651","0.50%"
"Oct 22, 2020","5.5893","5.6088","5.6264","5.5627","-0.31%"
"Oct 21, 2020","5.6066","5.6058","5.6294","5.5707","0.02%"
"Oct 20, 2020","5.6054","5.6103","5.6267","5.5472","-0.03%"
"Oct 19, 2020","5.6069","5.6463","5.6503","5.5665","-0.64%"
"Oct 16, 2020","5.6428","5.6097","5.6549","5.5975","0.54%"
"Oct 15, 2020","5.6126","5.5958","5.6483","5.5886","0.38%"
"Oct 14, 2020","5.5912","5.5729","5.6055","5.5349","0.39%"
"Oct 13, 2020","5.5693","5.5263","5.6262","5.5210","0.68%"
"Oct 09, 2020","5.5318","5.6000","5.6013","5.5104","-1.19%"
"Oct 08, 2020","5.5987","5.6128","5.6469","5.5761","-0.20%"
"Oct 07, 2020","5.6097","5.5613","5.6396","5.5507","0.30%"
"Oct 06, 2020","5.5930","5.5745","5.6174","5.4830","0.34%"
"Oct 05, 2020","5.5743","5.6498","5.6774","5.5500","-1.95%"
"Oct 02, 2020","5.6851","5.6433","5.6929","5.6072","0.73%"
"Oct 01, 2020","5.6437","5.6109","5.6652","5.5739","0.58%"
"Sep 30, 2020","5.6112","5.6352","5.6705","5.5870","-0.41%"
"Sep 29, 2020","5.6344","5.6614","5.6786","5.6061","-0.50%"
"Sep 28, 2020","5.6627","5.5135","5.6760","5.5127","1.80%"
"Sep 25, 2020","5.5624","5.5097","5.5890","5.5097","0.97%"
"Sep 24, 2020","5.5089","5.5930","5.6243","5.4926","-1.53%"
"Sep 23, 2020","5.5943","5.4702","5.5991","5.4700","2.26%"
"Sep 22, 2020","5.4704","5.4146","5.4967","5.3828","1.06%"
"Sep 21, 2020","5.4131","5.4511","5.4979","5.3876","0.47%"
"Sep 18, 2020","5.3876","5.2397","5.3988","5.2391","2.83%"
"Sep 17, 2020","5.2394","5.2379","5.2924","5.2264","0.03%"
"Sep 16, 2020","5.2377","5.2762","5.2785","5.2102","-0.70%"
"Sep 15, 2020","5.2748","5.2698","5.3016","5.2192","0.08%"
"Sep 14, 2020","5.2706","5.3191","5.3235","5.2613","-0.91%"
"Sep 11, 2020","5.3189","5.3209","5.3495","5.2583","-0.04%"
"Sep 10, 2020","5.3210","5.3095","5.3325","5.2681","0.25%"
"Sep 09, 2020","5.3078","5.3615","5.3620","5.2785","-1.04%"
"Sep 08, 2020","5.3638","5.3608","5.4096","5.3156","1.18%"
"Sep 04, 2020","5.3012","5.2901","5.3285","5.2465","0.19%"
"Sep 03, 2020","5.2914","5.3408","5.3752","5.2722","-0.92%"
"Sep 02, 2020","5.3403","5.3987","5.4309","5.3407","-1.03%"
"Sep 01, 2020","5.3960","5.4927","5.4927","5.3344","-1.74%"
"Aug 31, 2020","5.4914","5.3850","5.4955","5.3850","1.92%"
"Aug 28, 2020","5.3881","5.5700","5.5702","5.3855","-3.25%"
"Aug 27, 2020","5.5691","5.6060","5.6223","5.5435","-0.65%"
"Aug 26, 2020","5.6054","5.5090","5.6342","5.5089","1.78%"
"Aug 25, 2020","5.5075","5.6112","5.6136","5.5049","-1.83%"
"Aug 24, 2020","5.6100","5.5773","5.6148","5.5589","-0.16%"
"Aug 21, 2020","5.6192","5.5587","5.6332","5.5554","1.12%"
"Aug 20, 2020","5.5568","5.5573","5.6733","5.5381","-0.01%"
"Aug 19, 2020","5.5575","5.4674","5.5619","5.4345","1.66%"
"Aug 18, 2020","5.4666","5.5098","5.5168","5.4206","-0.77%"
"Aug 17, 2020","5.5090","5.4410","5.5149","5.4089","1.63%"
"Aug 14, 2020","5.4204","5.3699","5.4422","5.3573","0.96%"
"Aug 13, 2020","5.3690","5.4356","5.4362","5.3490","-1.18%"
"Aug 12, 2020","5.4333","5.3819","5.4925","5.3819","0.99%"
"Aug 11, 2020","5.3800","5.4809","5.4822","5.3716","-1.85%"
"Aug 10, 2020","5.4812","5.4395","5.4907","5.3517","0.79%"
"Aug 07, 2020","5.4383","5.3442","5.4394","5.3401","2.00%"
"Aug 06, 2020","5.3315","5.2915","5.3721","5.2915","0.78%"
"Aug 05, 2020","5.2902","5.2439","5.3204","5.2317","0.00%"
"Aug 04, 2020","5.2900","5.3205","5.3775","5.2744","-0.59%"
"Aug 03, 2020","5.3213","5.2223","5.3364","5.2115","1.86%"
"Jul 31, 2020","5.2240","5.1541","5.2298","5.1531","1.37%"
"Jul 30, 2020","5.1534","5.1705","5.2165","5.1435","-0.31%"
"Jul 29, 2020","5.1692","5.1383","5.1845","5.1145","0.31%"
"Jul 28, 2020","5.1533","5.1493","5.2045","5.1346","0.17%"
"Jul 27, 2020","5.1447","5.2332","5.2332","5.1410","-1.69%"
"Jul 24, 2020","5.2329","5.2127","5.2533","5.1596","0.42%"
"Jul 23, 2020","5.2112","5.1191","5.2262","5.1188","1.85%"
"Jul 22, 2020","5.1166","5.1707","5.2028","5.0827","-1.06%"
"Jul 21, 2020","5.1713","5.3291","5.3291","5.1647","-2.95%"
"Jul 20, 2020","5.3283","5.3870","5.3913","5.3269","-1.05%"
"Jul 17, 2020","5.3849","5.3243","5.3923","5.3155","1.01%"
"Jul 16, 2020","5.3311","5.3697","5.3928","5.3064","-0.72%"
"Jul 15, 2020","5.3698","5.3096","5.3910","5.2917","0.04%"
"Jul 14, 2020","5.3674","5.4032","5.4542","5.3306","-0.68%"
"Jul 13, 2020","5.4040","5.3130","5.4098","5.3105","1.51%"
"Jul 10, 2020","5.3238","5.3390","5.3946","5.3128","-0.33%"
"Jul 09, 2020","5.3413","5.3450","5.3788","5.2450","-0.02%"
"Jul 08, 2020","5.3422","5.3840","5.3941","5.3178","-0.68%"
"Jul 07, 2020","5.3790","5.3559","5.4017","5.2880","0.43%"
"Jul 06, 2020","5.3562","5.3150","5.3592","5.2609","0.76%"
"Jul 03, 2020","5.3158","5.3523","5.3807","5.3047","-0.82%"
"Jul 02, 2020","5.3596","5.3185","5.3752","5.2656","0.79%"
"Jul 01, 2020","5.3174","5.4660","5.4763","5.2985","-2.72%"
"Jun 30, 2020","5.4661","5.4005","5.5082","5.4005","1.16%"
"Jun 29, 2020","5.4034","5.4847","5.4847","5.3892","-1.47%"
"Jun 26, 2020","5.4840","5.3608","5.4931","5.3608","2.39%"
"Jun 25, 2020","5.3561","5.3476","5.3802","5.2663","0.18%"
"Jun 24, 2020","5.3467","5.1525","5.3549","5.1525","3.73%"
"Jun 23, 2020","5.1542","5.2524","5.2537","5.1336","-1.87%"
"Jun 22, 2020","5.2524","5.2904","5.2968","5.1972","-1.09%"
"Jun 19, 2020","5.3105","5.3780","5.3821","5.2881","-1.25%"
"Jun 18, 2020","5.3776","5.2291","5.3884","5.2277","2.85%"
"Jun 17, 2020","5.2286","5.2446","5.2716","5.1814","-0.27%"
"Jun 16, 2020","5.2430","5.1173","5.2549","5.0477","1.69%"
"Jun 15, 2020","5.1557","5.1314","5.2260","5.0786","2.08%"
"Jun 12, 2020","5.0505","4.9774","5.1118","4.9765","1.50%"
"Jun 11, 2020","4.9760","4.9740","4.9765","4.9740","0.06%"
"Jun 10, 2020","4.9732","4.9000","4.9789","4.8380","1.51%"
"Jun 09, 2020","4.8992","4.8229","4.9359","4.8229","1.58%"
"Jun 08, 2020","4.8230","4.9619","4.9774","4.8175","-2.73%"
"Jun 05, 2020","4.9585","5.1186","5.1196","4.9328","-3.14%"
"Jun 04, 2020","5.1190","5.0624","5.1418","5.0244","1.12%"
"Jun 03, 2020","5.0622","5.2007","5.2109","5.0159","-2.68%"
"Jun 02, 2020","5.2014","5.3672","5.3700","5.1989","-3.02%"
"Jun 01, 2020","5.3633","5.3340","5.4196","5.3100","0.51%"
"May 29, 2020","5.3361","5.4049","5.4630","5.3190","-1.27%"
"May 28, 2020","5.4045","5.2743","5.4113","5.2743","2.49%"
"May 27, 2020","5.2733","5.3418","5.3610","5.2691","-1.34%"
"May 26, 2020","5.3450","5.4432","5.4432","5.3340","-1.86%"
"May 25, 2020","5.4461","5.4942","5.5301","5.4321","-1.58%"
"May 22, 2020","5.5338","5.5536","5.6256","5.5229","-0.30%"
"May 21, 2020","5.5507","5.6925","5.7062","5.5473","-2.49%"
"May 20, 2020","5.6925","5.7559","5.7572","5.6694","-1.07%"
"May 19, 2020","5.7540","5.7192","5.7687","5.6820","0.61%"
"May 18, 2020","5.7190","5.8565","5.8565","5.6942","-2.33%"
"May 15, 2020","5.8554","5.8110","5.8734","5.7590","0.76%"
"May 14, 2020","5.8115","5.9248","5.9718","5.8022","-1.25%"
"May 13, 2020","5.8852","5.8863","5.9440","5.8176","-0.01%"
"May 12, 2020","5.8856","5.8190","5.8949","5.7420","1.16%"
"May 11, 2020","5.8180","5.7825","5.8404","5.7651","1.50%"
"May 08, 2020","5.7319","5.8123","5.8285","5.7178","-1.69%"
"May 07, 2020","5.8307","5.7158","5.8770","5.7158","2.04%"
"May 06, 2020","5.7140","5.5750","5.7235","5.5750","2.43%"
"May 05, 2020","5.5783","5.5424","5.6044","5.4818","0.60%"
"May 04, 2020","5.5450","5.6141","5.6143","5.5187","1.08%"
"May 01, 2020","5.4856","5.4861","5.4861","5.4861","-0.00%"
"Apr 30, 2020","5.4858","5.3346","5.4875","5.3306","2.83%"
"Apr 29, 2020","5.3348","5.5019","5.5280","5.3340","-3.00%"
"Apr 28, 2020","5.4999","5.6085","5.6221","5.4710","-2.70%"
"Apr 27, 2020","5.6526","5.5427","5.7260","5.5345","1.11%"
"Apr 24, 2020","5.5907","5.5339","5.7484","5.5339","1.03%"
"Apr 23, 2020","5.5335","5.4557","5.5567","5.4008","1.38%"
"Apr 22, 2020","5.4580","5.3184","5.4644","5.3028","2.67%"
"Apr 21, 2020","5.3163","5.3172","5.3176","5.3166","-0.01%"
"Apr 20, 2020","5.3168","5.2864","5.3201","5.2642","1.54%"
"Apr 17, 2020","5.2363","5.2341","5.2761","5.2066","0.06%"
"Apr 16, 2020","5.2333","5.2336","5.2683","5.2007","-0.06%"
"Apr 15, 2020","5.2367","5.2228","5.2684","5.2157","1.45%"
"Apr 14, 2020","5.1621","5.1811","5.2123","5.1484","-0.72%"
"Apr 13, 2020","5.1994","5.1219","5.2088","5.1038","1.82%"
"Apr 10, 2020","5.1063","5.1068","5.1068","5.1068","-0.01%"
"Apr 09, 2020","5.1070","5.1260","5.1533","5.0487","-0.32%"
"Apr 08, 2020","5.1233","5.2237","5.2489","5.1112","-1.88%"
"Apr 07, 2020","5.2214","5.2817","5.2868","5.1819","-1.23%"
"Apr 06, 2020","5.2863","5.2998","5.3114","5.2235","-1.20%"
"Apr 03, 2020","5.3506","5.2566","5.3541","5.2557","1.85%"
"Apr 02, 2020","5.2533","5.2485","5.2850","5.2221","0.08%"
"Apr 01, 2020","5.2493","5.2252","5.2747","5.2210","0.86%"
"Mar 31, 2020","5.2046","5.1881","5.2150","5.1680","0.21%"
"Mar 30, 2020","5.1936","5.1180","5.1961","5.1128","1.84%"
"Mar 27, 2020","5.0997","5.0235","5.1283","5.0235","1.56%"
"Mar 26, 2020","5.0212","5.0349","5.0660","4.9733","-0.28%"
"Mar 25, 2020","5.0353","5.0995","5.1109","4.9722","-1.24%"
"Mar 24, 2020","5.0983","5.1431","5.1431","5.0412","-0.90%"
"Mar 23, 2020","5.1444","5.0628","5.1479","5.0050","1.61%"
"Mar 20, 2020","5.0627","5.0010","5.0662","4.9820","-0.65%"
"Mar 19, 2020","5.0957","5.1098","5.2140","5.0682","-0.21%"
